PhraseId,Obs,features
61430,enjoying big screen experience,4
61441,motorized scooter chases,2
61442,motorized,2
61443,scooter chases,2
61444,dewy eyed sentiment,2
61445,dewy eyed,2
61448,pretty listless,1
61452,enticing often,3
61455,funny documentary,4
61456,though story surface deep visuals enveloping sounds blue crush make surprisingly decent flick worth summertime look see,3
61457,though story surface deep,3
61458,story surface deep,1
61459,surface deep,2
61464,visuals enveloping sounds blue crush,2
61472,make surprisingly decent flick,3
61476,worth summertime look see,3
61479,look see,2
61485,kev,2
61486,like egoyan work ararat fiercely intelligent uncommonly ambitious,3
61487,like egoyan work,2
61500,uncommonly ambitious,3
61501,vistas orbit space station suspended like huge set wind chimes great blue globe stanzas breathtaking awe inspiring visual poetry,4
61516,suspended like huge set wind chimes great blue globe,2
61517,suspended like huge set wind chimes,2
61518,like huge set wind chimes,2
61519,huge set wind chimes,2
61528,blue globe,2
61533,stanzas,2
61539,awe inspiring,4
61541,turns potentially interesting idea excruciating film school experience plays better film publicists people take many drugs film characters,0
61542,turns potentially interesting idea excruciating film,1
61543,turns potentially interesting idea,2
61546,potentially interesting,3
61550,school experience plays better film publicists people take many drugs film characters,1
61551,school experience,2
61554,plays better,2
61560,publicists,2
61570,arliss howard ambitious moving adventurous directorial debut big bad love meets many challenges poses one forgive film flaws,4
61577,ambitious moving adventurous directorial debut,4
61580,moving adventurous,4
61585,many challenges poses one forgive film flaws,3
61586,many challenges,2
61606,another scene another,2
61616,ran movies years ago,2
61621,movies years,2
61636,friel pulls strings make williams sink melancholia reaction williams visceral gut punch,2
61639,pulls strings make williams sink melancholia,3
61640,strings make williams sink melancholia,2
61644,williams sink melancholia,2
61645,sink melancholia,1
61650,reaction williams,2
61653,visceral gut punch,3
61660,lrb javier bardem rrb one reasons watch film director gerardo vera drenched swoony music fever pitched melodrama,2
61661,javier bardem rrb one reasons watch film director gerardo vera drenched swoony music fever pitched melodrama,2
61662,javier bardem,2
61663,javier,2
61667,one reasons watch film director gerardo vera drenched swoony music fever pitched melodrama,2
61671,reasons watch film director gerardo vera drenched swoony music fever pitched melodrama,3
61674,film director gerardo vera drenched swoony music fever pitched melodrama,3
61677,director gerardo vera,2
61678,gerardo vera,2
61679,gerardo,2
61689,fever pitched melodrama,3
61690,fever pitched,2
61695,interesting essentially unpersuasive,2
61697,essentially unpersuasive,1
61698,unpersuasive,1
61699,footnote still evolving story,2
61704,still evolving,2
61705,evolving,3
61708,cliche escapes perfervid treatment gang warfare called ces wild,1
61709,cliche escapes perfervid treatment gang warfare,1
61711,escapes perfervid treatment gang warfare,2
61712,perfervid treatment gang warfare,2
61715,perfervid,2
61721,ces wild,2
61722,ces,2
61723,movie resolutely cobbled together older movies even uses totally unnecessary prologue seems obligatory,0
61726,resolutely cobbled together older movies,2
61729,cobbled together older movies,1
61736,uses totally unnecessary prologue seems obligatory,1
61741,totally unnecessary,2
61742,prologue,2
61747,obligatory,2
61748,hours seen forget movies,1
61749,hours seen,2
61766,gifted pearce hand,3
61769,pearce,2
61772,keep things semi stable ground,2
61773,things semi stable ground,2
61776,semi stable,2
61781,retooled,2
61784,effective enough achieving modest crowd pleasing goals sets,3
61785,effective enough,3
61788,modest crowd pleasing goals sets,3
61797,oh james,3
61800,picture seems uncertain whether wants acidic male eve lush swooning melodrama intermezzo strain,1
61803,seems uncertain,1
61804,whether wants acidic male eve lush swooning melodrama intermezzo strain,2
61819,lush swooning melodrama intermezzo strain,3
61827,intermezzo,2
61828,cast phenomenal especially women,4
61832,phenomenal especially,4
61835,movie story much schmidt matter viewed self reflection cautionary tale,2
61840,much schmidt matter viewed self reflection cautionary tale,2
61847,matter viewed self reflection cautionary tale,2
61856,movie weighs glass flat champagne,1
61867,champagne,2
61868,silly take seriously,1
61876,testament integrity vision band,3
61883,frequent flurries creative belly laughs genuinely enthusiastic performances keep movie slaloming hackneyed elements enjoyable ease,3
61884,frequent flurries creative belly laughs genuinely enthusiastic performances,4
61887,frequent flurries,2
61888,flurries,2
61891,genuinely enthusiastic performances,4
61892,genuinely enthusiastic,3
61896,movie slaloming hackneyed elements enjoyable ease,3
61897,slaloming hackneyed elements enjoyable ease,3
61898,slaloming hackneyed elements,1
61899,slaloming,2
61912,smart barbed enough older viewers,1
61915,barbed enough older viewers,2
61916,barbed enough,2
61920,everyone thinks poo poo jokes edgy,1
61921,thinks poo poo jokes edgy,1
61922,poo poo jokes edgy,1
61923,poo poo jokes,1
61924,poo poo,1
61933,many definitions,2
61934,definitions,2
61940,movie must surely one,2
61941,must surely one,2
61942,must surely,2
61947,love depraved leads meet lrb denis rrb story becomes hopeless unsatisfying muddle,1
61952,leads meet,2
61953,lrb denis rrb story becomes hopeless unsatisfying muddle,1
61954,denis rrb story becomes hopeless unsatisfying muddle,0
61956,rrb story becomes hopeless unsatisfying muddle,0
61957,story becomes hopeless unsatisfying muddle,0
61958,becomes hopeless unsatisfying muddle,1
61974,cheesy commercialism,1
61983,frontman,2
61993,even filmmakers come nothing original way slapstick sequences,2
61996,come nothing original way slapstick sequences,2
61999,nothing original,1
62004,path ice age follows closely though one established warner bros giant chuck jones died matter weeks movie release,2
62005,path ice age follows closely,2
62006,ice age follows closely,2
62007,follows closely,2
62015,established warner bros giant chuck jones died matter weeks movie release,2
62020,warner,2
62021,bros giant chuck jones,2
62023,giant chuck jones,3
62024,chuck jones,2
62027,died matter weeks,1
62029,matter weeks,2
62045,leave feeling little sticky unsatisfied,1
62050,sticky unsatisfied,1
62053,respites marshall keeps energy humming edits unlike moulin rouge crisp purposeful without overdoing,4
62064,keeps energy humming,3
62067,humming,2
62068,edits unlike moulin rouge crisp purposeful without overdoing,4
62072,unlike moulin rouge,2
62076,moulin,2
62080,crisp purposeful,3
62083,without overdoing,3
62095,direct connection,2
62101,one spans time reveals meaning,3
62106,spans,2
62107,reveals meaning,3
62113,comedy since john malkovich,3
62114,since john malkovich,2
62115,setting turns interesting character dramas never reach satisfying conclusions,1
62132,reach satisfying conclusions,3
62133,satisfying conclusions,3
62134,conclusions,2
62137,engrossing portrait uncompromising artists trying create something original backdrop,3
62138,engrossing portrait uncompromising artists trying create something original,3
62143,uncompromising artists,2
62144,trying create something original,3
62147,something original,3
62154,corporate,2
62164,smart funny albeit sometimes superficial cautionary tale technology search,3
62169,albeit sometimes,2
62170,superficial cautionary tale technology search,2
62171,superficial cautionary tale,2
62178,lrb fiji diver rusi vulakoro married couple howard michelle hall rrb show us world love make us love,4
62179,lrb fiji diver rusi vulakoro married couple howard michelle hall rrb show us world love make,3
62180,lrb fiji diver rusi vulakoro married couple howard michelle hall rrb,3
62181,fiji diver rusi vulakoro married couple howard michelle hall rrb,3
62182,fiji diver rusi vulakoro married couple howard michelle hall,2
62185,fiji,2
62186,diver rusi vulakoro,2
62187,diver,2
62188,rusi vulakoro,3
62189,rusi,2
62190,vulakoro,2
62194,couple howard michelle hall,2
62195,howard michelle hall,2
62200,show us world love make,2
62201,world love make,3
62204,us love,3
62209,would james bond extreme generation pic one big dumb action movie,0
62210,would james bond extreme generation pic,2
62234,fun watch performing film mildly diverting,2
62237,performing film mildly diverting,1
62245,directing story disjointed flaws laid squarely taylor doorstep,0
62254,flaws laid squarely taylor doorstep,2
62260,laid squarely,2
62263,totally weirded notion cinema community therapy spectacle quitting hits home disorienting force,2
62271,weirded,1
62278,community therapy,2
62283,hits home,3
62295,imagine lrb possible rrb,2
62296,lrb possible rrb,2
62299,pasolini film without passion politics,1
62302,pasolini,2
62303,without passion politics,1
62304,passion politics,2
62306,almodovar movie without beauty humor,2
62309,almodovar,2
62310,without beauty humor,0
62311,beauty humor,3
62321,numb experience watching fantasma,1
62322,numb experience,1
62323,numb,1
62333,need remake charade,2
62334,remake charade,2
62340,comedic spotlights go notorious c h hits verbal marks,3
62343,comedic spotlights,2
62364,estrogen free movies get,2
62372,want leave date behind one,1
